Filename,Movement Detected,Animal Detected
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0619.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0620.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0621.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0622.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0623.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0624.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0625.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0626.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0627.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0628.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0629.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0630.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0631.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0632.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0633.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0634.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0635.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0636.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0637.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0638.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0639.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0640.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0641.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0642.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0643.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0644.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0645.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0646.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0647.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0648.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0649.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0650.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0651.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0652.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0653.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0654.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0655.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0656.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0657.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0658.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0659.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0660.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0661.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0662.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0663.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0664.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0665.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0666.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0667.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0668.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0669.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0670.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0671.AVI,True,True
